sequence,dataset,frame,dx,dy,maximizer_x_cells,maximizer_y_cells,boundary,maximizing_shifts,native_overlap,maximum_overlap
0005,v2v_development,88,1.0,0.0,2,0,False,1,663,848
0005,v2v_development,89,0.5,0.0,1,0,False,1,696,829
0005,v2v_development,90,1.0,0.0,2,0,False,1,620,766
0005,v2v_development,91,1.0,0.0,2,0,False,1,550,729
0005,v2v_development,92,1.0,0.0,2,0,False,1,585,748
0005,v2v_development,93,1.5,0.0,3,0,False,1,597,759
0005,v2v_development,94,1.0,0.0,2,0,False,1,716,911
0005,v2v_development,95,1.0,0.0,2,0,False,1,703,906
0005,v2v_development,96,1.0,0.0,2,0,False,1,668,838
0005,v2v_development,97,1.0,0.0,2,0,False,1,634,840
0005,v2v_development,98,1.0,0.0,2,0,False,1,643,860
0005,v2v_development,99,1.0,0.0,2,0,False,1,636,819
0005,v2v_development,100,1.0,0.0,2,0,False,1,778,1000
0005,v2v_development,101,0.5,0.0,1,0,False,1,848,1001
0005,v2v_development,102,1.0,0.0,2,0,False,1,861,1061
0005,v2v_development,103,0.5,0.0,1,0,False,1,894,1073
0005,v2v_development,104,1.0,0.0,2,0,False,1,885,1070
0005,v2v_development,105,0.5,0.0,1,0,False,1,789,948
0005,v2v_development,106,1.0,0.0,2,0,False,1,835,994
0005,v2v_development,107,1.0,0.0,2,0,False,1,866,1023
0005,v2v_development,108,1.0,0.0,2,0,False,1,885,1048
0005,v2v_development,109,0.5,0.0,1,0,False,1,933,1061
0005,v2v_development,110,1.0,0.0,2,0,False,1,934,1093
0005,v2v_development,111,0.5,0.0,1,0,False,1,934,1055
0005,v2v_development,112,1.0,0.0,2,0,False,1,873,1005
0005,v2v_development,113,0.5,0.0,1,0,False,1,908,1037
0005,v2v_development,114,1.0,0.0,2,0,False,1,839,1025
0005,v2v_development,115,1.0,0.0,2,0,False,1,845,1036
0005,v2v_development,116,1.0,0.0,2,0,False,1,843,998
0005,v2v_development,117,0.5,0.0,1,0,False,1,921,1006
0005,v2v_development,118,0.5,0.0,1,0,False,1,911,1013
0005,v2v_development,119,1.0,0.0,2,0,False,1,826,931
0005,v2v_development,120,1.0,0.0,2,0,False,1,801,923
0005,v2v_development,121,1.0,0.0,2,0,False,1,702,828
0005,v2v_development,122,1.0,0.0,2,0,False,1,690,816
0005,v2v_development,123,0.5,0.0,1,0,False,1,761,844
0005,v2v_development,124,1.0,0.0,2,0,False,1,757,860
0005,v2v_development,125,1.0,0.0,2,0,False,1,781,872
0005,v2v_development,126,1.0,0.0,2,0,False,1,784,862
0005,v2v_development,127,1.0,0.0,2,0,False,1,829,911
0005,v2v_development,128,1.0,0.0,2,0,False,1,800,898
0005,v2v_development,129,1.0,0.0,2,0,False,1,730,798
0005,v2v_development,130,0.5,0.0,1,0,False,1,718,825
0005,v2v_development,131,1.0,0.0,2,0,False,1,700,803
0005,v2v_development,132,1.0,0.0,2,0,False,1,732,858
0005,v2v_development,133,1.0,0.0,2,0,False,1,765,853
0005,v2v_development,134,1.0,0.0,2,0,False,1,720,841
0005,v2v_development,135,0.5,0.0,1,0,False,1,770,878
0005,v2v_development,136,1.0,0.0,2,0,False,1,850,983
0005,v2v_development,137,1.0,0.0,2,0,False,1,765,896
0005,v2v_development,138,1.0,0.0,2,0,False,1,777,909
0005,v2v_development,139,1.5,0.0,3,0,False,1,784,948
0005,v2v_development,140,1.0,0.0,2,0,False,1,826,986
0005,v2v_development,141,1.0,0.0,2,0,False,1,784,973
0005,v2v_development,142,1.0,0.0,2,0,False,1,768,985
0005,v2v_development,143,1.0,0.0,2,0,False,1,720,920
0005,v2v_development,144,1.0,0.0,2,0,False,1,701,888
0005,v2v_development,145,1.0,0.0,2,0,False,1,690,884
0005,v2v_development,146,1.0,0.0,2,0,False,1,758,949
0005,v2v_development,147,1.0,0.0,2,0,False,1,821,1023
0005,v2v_development,148,1.0,0.0,2,0,False,1,704,890
0005,v2v_development,149,1.5,0.0,3,0,False,1,591,859
0005,v2v_development,150,1.0,0.0,2,0,False,1,654,886
0005,v2v_development,151,1.0,0.0,2,0,False,1,727,919
0005,v2v_development,152,1.0,0.0,2,0,False,1,709,906
0005,v2v_development,153,1.0,0.0,2,0,False,1,702,919
0005,v2v_development,154,1.0,0.0,2,0,False,1,634,831
0005,v2v_development,155,1.0,0.0,2,0,False,1,652,871
0005,v2v_development,156,1.0,0.0,2,0,False,1,718,925
0005,v2v_development,157,0.5,0.0,1,0,False,1,787,921
0005,v2v_development,158,0.5,0.0,1,0,False,1,856,987
0005,v2v_development,159,1.0,0.0,2,0,False,1,766,932
0005,v2v_development,160,1.0,0.0,2,0,False,1,732,925
0005,v2v_development,161,1.0,0.0,2,0,False,1,699,874
0005,v2v_development,162,1.0,0.0,2,0,False,1,704,824
0005,v2v_development,163,1.0,0.0,2,0,False,1,642,773
0005,v2v_development,164,1.0,0.0,2,0,False,1,585,744
0005,v2v_development,165,1.0,0.0,2,0,False,1,592,741
0005,v2v_development,166,1.0,0.0,2,0,False,1,627,770
0005,v2v_development,167,1.0,0.0,2,0,False,1,588,748
0005,v2v_development,168,1.0,0.0,2,0,False,1,575,718
0005,v2v_development,169,1.0,0.0,2,0,False,1,557,695
0005,v2v_development,170,1.0,0.0,2,0,False,1,568,695
0005,v2v_development,171,0.5,0.0,1,0,False,1,637,686
0005,v2v_development,172,1.0,0.0,2,0,False,1,520,663
0005,v2v_development,173,1.0,0.0,2,0,False,1,546,643
0005,v2v_development,174,1.0,0.0,2,0,False,1,501,631
0005,v2v_development,175,1.0,0.0,2,0,False,1,522,667
0005,v2v_development,176,1.0,0.0,2,0,False,1,509,641
0005,v2v_development,177,1.5,0.0,3,0,False,1,497,635
0005,v2v_development,178,0.5,0.0,1,0,False,1,562,636
0005,v2v_development,179,1.0,0.0,2,0,False,1,552,675
0005,v2v_development,180,0.5,0.0,1,0,False,1,630,690
0005,v2v_development,181,1.0,0.0,2,0,False,1,565,684
0005,v2v_development,182,1.0,0.0,2,0,False,1,545,694
0005,v2v_development,183,1.0,0.0,2,0,False,1,543,653
0005,v2v_development,184,1.0,0.0,2,0,False,1,550,673
0005,v2v_development,185,1.0,0.0,2,0,False,1,577,695
0005,v2v_development,186,0.5,0.0,1,0,False,1,609,687
0005,v2v_development,187,1.0,0.0,2,0,False,1,580,699
0005,v2v_development,188,1.0,0.0,2,0,False,1,575,689
0005,v2v_development,189,1.0,0.0,2,0,False,1,570,683
0005,v2v_development,190,1.0,0.0,2,0,False,1,586,706
0005,v2v_development,191,1.5,0.0,3,0,False,1,568,677
0005,v2v_development,192,1.0,0.0,2,0,False,1,574,680
0005,v2v_development,193,1.0,0.0,2,0,False,1,572,679
0005,v2v_development,194,0.5,0.0,1,0,False,1,581,657
0005,v2v_development,195,1.0,0.0,2,0,False,1,550,681
0005,v2v_development,196,1.5,0.0,3,0,False,1,538,645
0005,v2v_development,197,1.0,0.0,2,0,False,1,533,644
0005,v2v_development,198,1.0,0.0,2,0,False,1,558,648
0005,v2v_development,199,1.0,0.0,2,0,False,1,555,666
0005,v2v_development,200,1.5,0.0,3,0,False,1,500,629
0005,v2v_development,201,1.0,0.0,2,0,False,1,514,624
0005,v2v_development,202,1.0,0.0,2,0,False,1,531,641
0005,v2v_development,203,1.0,0.0,2,0,False,1,543,641
0005,v2v_development,204,1.0,0.0,2,0,False,1,521,639
0005,v2v_development,205,1.5,0.0,3,0,False,1,501,613
0005,v2v_development,206,1.0,0.0,2,0,False,1,576,670
0005,v2v_development,207,0.5,0.0,1,0,False,1,549,632
0005,v2v_development,208,1.0,0.0,2,0,False,1,548,653
0005,v2v_development,209,1.0,0.0,2,0,False,1,566,641
0005,v2v_development,210,1.0,0.0,2,0,False,1,572,672
0005,v2v_development,211,1.0,0.0,2,0,False,1,567,692
0005,v2v_development,212,1.0,0.0,2,0,False,1,561,680
0005,v2v_development,213,1.0,0.0,2,0,False,1,550,663
0005,v2v_development,214,1.0,0.0,2,0,False,1,552,629
0005,v2v_development,215,1.0,0.0,2,0,False,1,558,637
0005,v2v_development,216,1.0,0.0,2,0,False,1,493,602
0005,v2v_development,217,0.5,0.0,1,0,False,1,524,589
0005,v2v_development,218,1.0,0.0,2,0,False,1,516,608
0005,v2v_development,219,1.0,0.0,2,0,False,1,517,610
0005,v2v_development,220,1.0,0.0,2,0,False,1,539,617
0005,v2v_development,221,1.0,0.0,2,0,False,1,513,631
0005,v2v_development,222,1.0,0.0,2,0,False,1,507,594
0005,v2v_development,223,1.5,0.0,3,0,False,1,422,534
0005,v2v_development,224,1.0,0.0,2,0,False,1,446,552
0005,v2v_development,225,1.0,0.0,2,0,False,1,470,566
0005,v2v_development,226,1.0,0.0,2,0,False,1,440,562
0005,v2v_development,227,0.5,0.0,1,0,False,1,475,545
0005,v2v_development,228,1.0,0.0,2,0,False,1,462,582
0005,v2v_development,229,0.5,0.0,1,0,False,1,475,563
0005,v2v_development,230,1.5,0.0,3,0,False,1,439,560
0005,v2v_development,231,1.0,0.0,2,0,False,1,449,612
0005,v2v_development,232,1.0,0.0,2,0,False,1,467,605
0005,v2v_development,233,1.0,0.0,2,0,False,1,509,636
0005,v2v_development,234,1.0,0.0,2,0,False,1,518,634
0005,v2v_development,235,0.5,0.0,1,0,False,1,508,607
0005,v2v_development,236,1.0,0.0,2,0,False,1,480,605
0005,v2v_development,237,1.0,0.0,2,0,False,1,502,608
0005,v2v_development,238,1.0,0.0,2,0,False,1,496,630
0005,v2v_development,239,1.0,0.0,2,0,False,1,504,651
0005,v2v_development,240,1.0,0.0,2,0,False,1,480,627
0005,v2v_development,241,1.0,0.0,2,0,False,1,508,649
0005,v2v_development,242,0.5,0.0,1,0,False,1,546,668
0005,v2v_development,243,1.0,0.0,2,0,False,1,528,668
0005,v2v_development,244,1.0,0.0,2,0,False,1,499,662
0005,v2v_development,245,1.0,0.0,2,0,False,1,476,629
0005,v2v_development,246,1.5,0.0,3,0,False,1,444,574
0005,v2v_development,247,1.5,0.0,3,0,False,1,401,540
0005,v2v_development,248,1.0,0.0,2,0,False,1,399,532
0005,v2v_development,249,1.0,0.0,2,0,False,1,452,568
0005,v2v_development,250,1.0,0.0,2,0,False,1,435,558
0005,v2v_development,251,1.5,0.0,3,0,False,1,426,544
0005,v2v_development,252,1.0,0.0,2,0,False,1,431,529
0005,v2v_development,253,1.5,0.0,3,0,False,1,431,537
0005,v2v_development,254,1.0,0.0,2,0,False,1,436,578
0005,v2v_development,255,1.0,0.0,2,0,False,1,405,536
0005,v2v_development,256,1.0,0.0,2,0,False,1,416,530
0005,v2v_development,257,1.0,0.0,2,0,False,1,405,506
0005,v2v_development,258,1.5,0.0,3,0,False,1,385,482
0005,v2v_development,259,1.0,0.0,2,0,False,1,405,494
0005,v2v_development,260,1.0,0.0,2,0,False,1,397,485
0005,v2v_development,261,1.0,0.0,2,0,False,1,363,454
0005,v2v_development,262,1.0,0.0,2,0,False,1,385,477
0005,v2v_development,263,0.5,0.0,1,0,False,1,418,474
0005,v2v_development,264,1.0,0.0,2,0,False,1,401,481
0005,v2v_development,265,1.0,0.0,2,0,False,1,401,499
0005,v2v_development,266,0.5,0.0,1,0,False,1,404,473
0005,v2v_development,267,1.0,0.0,2,0,False,1,397,495
0005,v2v_development,268,1.0,0.0,2,0,False,1,406,466
0005,v2v_development,269,1.0,0.0,2,0,False,1,385,463
0005,v2v_development,270,1.0,0.0,2,0,False,1,397,460
0005,v2v_development,271,0.5,0.0,1,0,False,1,406,450
0005,v2v_development,272,0.5,0.0,1,0,False,1,430,478
0005,v2v_development,273,1.0,0.0,2,0,False,1,403,467
0005,v2v_development,274,0.5,0.0,1,0,False,1,444,486
0005,v2v_development,275,1.0,0.0,2,0,False,1,403,474
0005,v2v_development,276,1.5,0.0,3,0,False,1,397,448
0005,v2v_development,277,1.0,0.0,2,0,False,1,384,440
0005,v2v_development,278,1.5,0.0,3,0,False,1,363,422
0005,v2v_development,279,1.0,0.0,2,0,False,2,369,412
0005,v2v_development,280,1.0,0.0,2,0,False,1,381,443
0005,v2v_development,281,1.0,0.0,2,0,False,1,419,434
0005,v2v_development,282,1.5,0.0,3,0,False,1,355,422
0005,v2v_development,283,1.0,0.0,2,0,False,1,372,404
0005,v2v_development,284,1.0,0.0,2,0,False,1,363,415
0005,v2v_development,285,1.5,0.0,3,0,False,1,358,403
0005,v2v_development,286,1.0,0.0,2,0,False,1,386,422
0005,v2v_development,287,1.5,0.0,3,0,False,1,373,427
0005,v2v_development,288,1.5,0.0,3,0,False,1,357,409
0005,v2v_development,289,0.5,0.0,1,0,False,1,373,411
0005,v2v_development,290,1.0,0.0,2,0,False,1,345,405
0005,v2v_development,291,1.0,0.0,2,0,False,1,346,395
0005,v2v_development,292,1.0,0.0,2,0,False,1,353,395
0005,v2v_development,293,1.5,0.0,3,0,False,1,359,421
0005,v2v_development,294,1.5,0.0,3,0,False,1,357,416
0005,v2v_development,295,1.5,0.0,3,0,False,1,353,426
0005,v2v_development,296,1.0,0.0,2,0,False,1,372,433
0005,v2v_development,297,1.5,0.0,3,0,False,1,357,431
0005,v2v_development,298,1.5,0.0,3,0,False,1,362,438
0005,v2v_development,299,1.5,0.0,3,0,False,1,367,441
0005,v2v_development,300,1.0,0.0,2,0,False,1,353,424
0005,v2v_development,301,1.0,0.0,2,0,False,1,361,439
0005,v2v_development,302,1.0,0.0,2,0,False,1,365,435
0005,v2v_development,303,1.0,0.0,2,0,False,1,338,411
0005,v2v_development,304,0.5,0.0,1,0,False,1,361,400
0005,v2v_development,305,1.0,0.0,2,0,False,1,325,393
0005,v2v_development,306,1.0,0.0,2,0,False,1,325,396
0005,v2v_development,307,1.0,0.0,2,0,False,1,336,408
0005,v2v_development,308,1.0,0.0,2,0,False,1,321,392
0005,v2v_development,309,0.5,0.0,1,0,False,1,352,395
0005,v2v_development,310,1.5,0.0,3,0,False,1,295,403
0006,v2v_development,1,0.5,0.0,1,0,False,1,739,913
0006,v2v_development,2,0.5,0.0,1,0,False,1,785,904
0006,v2v_development,3,0.5,0.0,1,0,False,1,782,915
0006,v2v_development,4,0.5,0.0,1,0,False,1,795,928
0006,v2v_development,5,0.5,0.0,1,0,False,1,798,920
0006,v2v_development,6,0.5,0.0,1,0,False,1,821,963
0006,v2v_development,7,0.5,0.0,1,0,False,1,855,942
0006,v2v_development,8,0.5,0.0,1,0,False,1,882,923
0006,v2v_development,9,0.5,0.0,1,0,False,1,845,970
0006,v2v_development,10,0.5,0.0,1,0,False,1,918,972
0006,v2v_development,11,0.0,0.0,0,0,False,1,961,961
0006,v2v_development,12,0.5,0.0,1,0,False,1,938,954
0006,v2v_development,13,0.0,0.0,0,0,False,1,972,972
0006,v2v_development,14,0.5,0.0,1,0,False,1,911,970
0006,v2v_development,15,0.0,0.0,0,0,False,1,953,953
0006,v2v_development,16,0.0,0.0,0,0,False,1,978,978
0006,v2v_development,17,0.0,0.0,0,0,False,1,969,969
0006,v2v_development,18,0.0,0.0,0,0,False,1,1024,1024
0006,v2v_development,19,0.0,0.0,0,0,False,1,959,959
0006,v2v_development,20,0.0,0.0,0,0,False,1,982,982
0006,v2v_development,21,0.0,0.0,0,0,False,1,999,999
0006,v2v_development,22,0.0,0.0,0,0,False,1,989,989
0006,v2v_development,23,0.0,0.0,0,0,False,1,979,979
0006,v2v_development,24,0.0,0.0,0,0,False,1,975,975
0006,v2v_development,25,0.0,0.0,0,0,False,1,1019,1019
0006,v2v_development,26,0.0,0.0,0,0,False,1,1008,1008
0006,v2v_development,27,0.0,0.0,0,0,False,1,1006,1006
0006,v2v_development,28,0.0,0.0,0,0,False,1,1025,1025
0006,v2v_development,29,0.0,0.0,0,0,False,1,1013,1013
0006,v2v_development,30,0.0,0.0,0,0,False,1,1022,1022
0006,v2v_development,31,0.0,0.0,0,0,False,1,1022,1022
0006,v2v_development,32,0.0,0.0,0,0,False,1,1032,1032
0006,v2v_development,33,0.0,0.0,0,0,False,1,1047,1047
0006,v2v_development,34,0.0,0.0,0,0,False,1,1051,1051
0006,v2v_development,35,0.0,0.0,0,0,False,1,1029,1029
0006,v2v_development,36,0.0,0.0,0,0,False,1,1032,1032
0006,v2v_development,37,0.0,0.0,0,0,False,1,1037,1037
0006,v2v_development,38,0.0,0.0,0,0,False,1,1017,1017
0006,v2v_development,39,0.0,0.0,0,0,False,1,1023,1023
0006,v2v_development,40,0.0,0.0,0,0,False,1,1012,1012
0006,v2v_development,41,0.0,0.0,0,0,False,1,1022,1022
0006,v2v_development,42,0.0,0.0,0,0,False,1,1018,1018
0006,v2v_development,43,0.0,0.0,0,0,False,1,1028,1028
0006,v2v_development,44,0.0,0.0,0,0,False,1,1026,1026
0006,v2v_development,45,0.0,0.0,0,0,False,1,1010,1010
0006,v2v_development,46,0.0,0.0,0,0,False,1,1027,1027
0006,v2v_development,47,0.0,0.0,0,0,False,1,1026,1026
0006,v2v_development,48,0.0,0.0,0,0,False,1,1033,1033
0006,v2v_development,49,0.0,0.0,0,0,False,1,1001,1001
0006,v2v_development,50,0.0,0.0,0,0,False,1,1015,1015
0006,v2v_development,51,0.0,0.0,0,0,False,1,987,987
0006,v2v_development,52,0.0,0.0,0,0,False,1,1019,1019
0006,v2v_development,53,0.0,0.0,0,0,False,1,1018,1018
0006,v2v_development,54,0.0,0.0,0,0,False,1,1035,1035
0006,v2v_development,55,0.0,0.0,0,0,False,1,1044,1044
0006,v2v_development,56,0.0,0.0,0,0,False,1,1029,1029
0006,v2v_development,57,0.0,0.0,0,0,False,1,1038,1038
0006,v2v_development,58,0.0,0.0,0,0,False,1,1031,1031
0006,v2v_development,59,0.0,0.0,0,0,False,1,1016,1016
0006,v2v_development,60,0.0,0.0,0,0,False,1,1019,1019
0006,v2v_development,61,0.0,0.0,0,0,False,1,1024,1024
0006,v2v_development,62,0.0,0.0,0,0,False,1,1032,1032
0006,v2v_development,63,0.0,0.0,0,0,False,1,1023,1023
0006,v2v_development,64,0.0,0.0,0,0,False,1,1023,1023
0006,v2v_development,65,0.0,0.0,0,0,False,1,1009,1009
0006,v2v_development,66,0.0,0.0,0,0,False,1,1014,1014
0006,v2v_development,67,0.0,0.0,0,0,False,1,1021,1021
0006,v2v_development,68,0.0,0.0,0,0,False,1,1014,1014
0006,v2v_development,69,0.0,0.0,0,0,False,1,1004,1004
0006,v2v_development,70,0.0,0.0,0,0,False,1,1016,1016
0006,v2v_development,71,0.0,0.0,0,0,False,1,1022,1022
0006,v2v_development,72,0.0,0.0,0,0,False,1,1012,1012
0006,v2v_development,73,0.0,0.0,0,0,False,1,1016,1016
0006,v2v_development,74,0.0,0.0,0,0,False,1,1018,1018
0006,v2v_development,75,0.0,0.0,0,0,False,1,1006,1006
0006,v2v_development,76,0.0,0.0,0,0,False,1,1008,1008
0006,v2v_development,77,0.0,0.0,0,0,False,1,1026,1026
0006,v2v_development,78,0.0,0.0,0,0,False,1,997,997
0006,v2v_development,79,0.0,0.0,0,0,False,1,998,998
0006,v2v_development,80,0.0,0.0,0,0,False,1,1009,1009
0006,v2v_development,81,0.0,0.0,0,0,False,1,1018,1018
0006,v2v_development,82,0.0,0.0,0,0,False,1,998,998
0006,v2v_development,83,0.0,0.0,0,0,False,1,1012,1012
0006,v2v_development,84,0.0,0.0,0,0,False,1,993,993
0006,v2v_development,85,0.0,0.0,0,0,False,1,1014,1014
0006,v2v_development,86,0.0,0.0,0,0,False,1,1000,1000
0006,v2v_development,87,0.0,0.0,0,0,False,1,1004,1004
0006,v2v_development,88,0.0,0.0,0,0,False,1,1013,1013
0006,v2v_development,89,0.0,0.0,0,0,False,1,1005,1005
0006,v2v_development,90,0.0,0.0,0,0,False,1,1004,1004
0006,v2v_development,91,0.0,0.0,0,0,False,1,996,996
0006,v2v_development,92,0.0,0.0,0,0,False,1,1012,1012
0006,v2v_development,93,0.0,0.0,0,0,False,1,1011,1011
0006,v2v_development,94,0.0,0.0,0,0,False,1,991,991
0006,v2v_development,95,0.0,0.0,0,0,False,1,1001,1001
0006,v2v_development,96,0.0,0.0,0,0,False,1,1008,1008
0006,v2v_development,97,0.0,0.0,0,0,False,1,986,986
0006,v2v_development,98,0.0,0.0,0,0,False,1,1004,1004
0006,v2v_development,99,0.0,0.0,0,0,False,1,996,996
0006,v2v_development,100,0.0,0.0,0,0,False,1,1007,1007
0006,v2v_development,101,0.0,0.0,0,0,False,1,1001,1001
0006,v2v_development,102,0.0,0.0,0,0,False,1,982,982
0006,v2v_development,103,0.0,0.0,0,0,False,1,994,994
0006,v2v_development,104,0.0,0.0,0,0,False,1,994,994
0006,v2v_development,105,0.0,0.0,0,0,False,1,1004,1004
0006,v2v_development,106,0.0,0.0,0,0,False,1,1005,1005
0006,v2v_development,107,0.0,0.0,0,0,False,1,979,979
0006,v2v_development,108,0.0,0.0,0,0,False,1,1002,1002
0006,v2v_development,109,0.0,0.0,0,0,False,1,990,990
0006,v2v_development,110,-0.5,-0.5,-1,-1,False,1,539,918
0006,v2v_development,111,-0.5,-0.5,-1,-1,False,1,545,911
0006,v2v_development,112,-0.5,-0.5,-1,-1,False,1,555,931
0006,v2v_development,113,-0.5,-0.5,-1,-1,False,1,538,907
0006,v2v_development,114,-0.5,-0.5,-1,-1,False,1,556,941
0006,v2v_development,115,-0.5,-0.5,-1,-1,False,1,557,935
0006,v2v_development,116,-0.5,-0.5,-1,-1,False,1,560,932
0006,v2v_development,117,-0.5,-0.5,-1,-1,False,1,556,926
0006,v2v_development,118,-0.5,-0.5,-1,-1,False,1,552,922
0006,v2v_development,119,-0.5,-0.5,-1,-1,False,1,564,927
0006,v2v_development,120,0.0,0.0,0,0,False,1,1002,1002
0006,v2v_development,121,0.0,0.0,0,0,False,1,999,999
0006,v2v_development,122,0.0,0.0,0,0,False,1,997,997
0006,v2v_development,123,0.0,0.0,0,0,False,1,993,993
0006,v2v_development,124,0.0,0.0,0,0,False,1,1013,1013
0006,v2v_development,125,0.0,0.0,0,0,False,1,999,999
0006,v2v_development,126,0.0,0.0,0,0,False,1,997,997
0006,v2v_development,127,0.0,0.0,0,0,False,1,1008,1008
0006,v2v_development,128,0.0,0.0,0,0,False,1,1024,1024
0006,v2v_development,129,0.0,0.0,0,0,False,1,1012,1012
0006,v2v_development,130,0.0,0.0,0,0,False,1,1028,1028
0006,v2v_development,131,0.0,0.0,0,0,False,1,997,997
0006,v2v_development,132,0.0,0.0,0,0,False,1,975,975
0006,v2v_development,133,0.0,0.0,0,0,False,1,992,992
0006,v2v_development,134,0.0,0.0,0,0,False,1,1003,1003
0006,v2v_development,135,0.0,0.0,0,0,False,1,983,983
0006,v2v_development,136,0.0,0.0,0,0,False,1,1012,1012
0006,v2v_development,137,0.0,0.0,0,0,False,1,986,986
0006,v2v_development,138,0.0,0.0,0,0,False,1,987,987
0006,v2v_development,139,0.0,0.0,0,0,False,1,996,996
0006,v2v_development,140,0.0,0.0,0,0,False,1,969,969
0006,v2v_development,141,0.0,0.0,0,0,False,1,988,988
0006,v2v_development,142,0.0,0.0,0,0,False,1,951,951
0006,v2v_development,143,0.5,0.0,1,0,False,1,942,985
0006,v2v_development,144,0.5,0.0,1,0,False,1,893,920
0006,v2v_development,145,0.5,0.0,1,0,False,1,916,970
0006,v2v_development,146,0.5,0.0,1,0,False,1,940,1002
0006,v2v_development,147,0.5,0.0,1,0,False,1,942,1005
0006,v2v_development,148,0.5,0.0,1,0,False,1,922,1004
0006,v2v_development,149,0.5,0.0,1,0,False,1,966,986
0006,v2v_development,150,0.5,0.0,1,0,False,1,909,1027
0006,v2v_development,151,0.5,0.0,1,0,False,1,887,1024
0006,v2v_development,152,0.5,0.0,1,0,False,1,919,1019
0006,v2v_development,153,0.5,0.0,1,0,False,1,889,1039
0006,v2v_development,154,0.5,0.0,1,0,False,1,870,1032
0006,v2v_development,155,0.5,0.0,1,0,False,1,892,997
0006,v2v_development,156,0.5,0.0,1,0,False,1,852,1017
0006,v2v_development,157,0.5,0.0,1,0,False,1,838,1015
0006,v2v_development,158,0.5,0.0,1,0,False,1,813,971
0006,v2v_development,159,0.5,0.0,1,0,False,1,789,947
0006,v2v_development,160,1.0,0.0,2,0,False,1,788,1000
0006,v2v_development,161,0.5,0.0,1,0,False,1,805,973
0006,v2v_development,162,0.5,0.0,1,0,False,1,778,985
0006,v2v_development,163,1.0,0.0,2,0,False,1,823,1018
0006,v2v_development,164,1.0,0.0,2,0,False,1,841,1059
0006,v2v_development,165,1.0,0.0,2,0,False,1,788,1036
0006,v2v_development,166,1.0,0.0,2,0,False,1,782,1023
0006,v2v_development,167,1.0,0.0,2,0,False,1,803,1004
0006,v2v_development,168,1.0,0.0,2,0,False,1,751,1011
0006,v2v_development,169,1.0,0.0,2,0,False,1,767,1046
0006,v2v_development,170,1.0,0.0,2,0,False,1,728,1026
0006,v2v_development,171,1.0,0.0,2,0,False,1,724,998
0006,v2v_development,172,1.0,0.0,2,0,False,1,703,987
0006,v2v_development,173,1.0,0.0,2,0,False,1,747,1015
0006,v2v_development,174,1.0,0.0,2,0,False,1,722,1022
0006,v2v_development,175,1.0,0.0,2,0,False,1,700,1000
0006,v2v_development,176,1.0,0.0,2,0,False,1,711,963
0006,v2v_development,177,1.0,0.0,2,0,False,1,743,995
0006,v2v_development,178,1.0,0.0,2,0,False,1,812,1077
0006,v2v_development,179,1.0,0.0,2,0,False,1,741,995
0006,v2v_development,180,1.0,0.0,2,0,False,1,742,1003
0006,v2v_development,181,1.0,0.0,2,0,False,1,702,972
0006,v2v_development,182,1.0,0.0,2,0,False,1,594,851
0006,v2v_development,183,1.5,0.0,3,0,False,1,533,827
0006,v2v_development,184,1.0,0.0,2,0,False,1,556,795
0006,v2v_development,185,1.0,0.0,2,0,False,1,571,821
0006,v2v_development,186,1.5,0.0,3,0,False,1,561,836
0006,v2v_development,187,1.0,0.0,2,0,False,1,609,847
0006,v2v_development,188,1.0,0.0,2,0,False,1,592,821
0006,v2v_development,189,1.5,0.0,3,0,False,1,593,806
0006,v2v_development,190,1.0,0.0,2,0,False,1,577,777
0006,v2v_development,191,1.0,0.0,2,0,False,1,613,810
0006,v2v_development,192,1.5,0.0,3,0,False,1,551,744
0006,v2v_development,193,1.0,0.0,2,0,False,1,537,703
0006,v2v_development,194,1.5,0.0,3,0,False,1,534,700
0006,v2v_development,195,1.5,0.0,3,0,False,1,488,664
0006,v2v_development,196,1.0,0.0,2,0,False,1,519,662
0006,v2v_development,197,1.5,0.0,3,0,False,1,510,699
0006,v2v_development,198,1.0,0.0,2,0,False,2,520,656
0006,v2v_development,199,1.5,0.0,3,0,False,1,474,650
0006,v2v_development,200,1.5,0.0,3,0,False,1,484,622
0006,v2v_development,201,1.0,0.0,2,0,False,1,489,602
0006,v2v_development,202,1.5,0.0,3,0,False,1,479,646
0006,v2v_development,203,1.0,0.0,2,0,False,1,455,599
0006,v2v_development,204,1.0,0.0,2,0,False,1,469,607
0006,v2v_development,205,1.5,0.0,3,0,False,1,492,597
0006,v2v_development,206,1.0,0.0,2,0,False,1,481,592
0006,v2v_development,207,1.0,0.0,2,0,False,1,500,617
0006,v2v_development,208,1.0,0.0,2,0,False,1,483,590
0006,v2v_development,209,1.0,0.0,2,0,False,1,457,591
0006,v2v_development,210,1.0,0.0,2,0,False,1,480,599
0006,v2v_development,211,1.0,0.0,2,0,False,1,475,590
0006,v2v_development,212,1.0,0.0,2,0,False,1,466,583
0006,v2v_development,213,1.0,0.0,2,0,False,1,461,591
0006,v2v_development,214,1.0,0.0,2,0,False,1,469,592
0006,v2v_development,215,1.0,0.0,2,0,False,1,445,571
0006,v2v_development,216,1.0,0.0,2,0,False,1,427,553
0006,v2v_development,217,1.0,0.0,2,0,False,1,436,555
0006,v2v_development,218,1.0,0.0,2,0,False,1,452,579
