sequence,sensor,frame,score,distance_sensor,positive_3m,positive_12m
0005,ego,261,0.396497,39.24457176279161,0,0
0005,ego,261,0.384448,35.02073749047604,1,1
0005,ego,261,0.372231,38.249094058021136,0,1
0005,ego,261,0.299427,31.626167111714437,1,1
0005,ego,261,0.276149,20.556535789345855,1,1
0005,ego,261,0.254446,33.206913189300806,1,1
0005,ego,261,0.209322,25.19486344203502,0,0
0005,ego,261,0.209263,37.52960704006138,1,1
0005,ego,262,0.829954,21.327824003523062,1,1
0005,ego,262,0.810349,37.48745079223881,1,1
0005,ego,262,0.807122,18.181680061445704,1,1
0005,ego,262,0.539925,26.989227921518207,1,1
0005,ego,262,0.512707,3.5400655364655433,1,1
0005,ego,262,0.46604,24.555258593140977,1,1
0005,ego,262,0.431483,24.622552896193103,0,0
0005,ego,262,0.405862,21.122860193302163,1,1
0005,ego,262,0.337775,36.739197131846446,1,1
0005,ego,262,0.336326,35.25345893543886,1,1
0005,ego,262,0.311363,32.40305184543544,1,1
0005,ego,262,0.282629,21.65834321562372,0,0
0005,ego,262,0.259628,33.3396265636284,1,1
0005,ego,262,0.259454,39.10051757846743,0,0
0005,ego,262,0.211475,39.80432864345209,0,0
0005,ego,263,0.82583,16.951583904702506,1,1
0005,ego,263,0.798682,37.43898818426279,1,1
0005,ego,263,0.728776,20.98432461501733,1,1
0005,ego,263,0.685369,23.245917549010397,1,1
0005,ego,263,0.550247,3.4110961437098233,1,1
0005,ego,263,0.504885,21.967192572710513,1,1
0005,ego,263,0.494938,27.730359798720247,1,1
0005,ego,263,0.431464,36.745913661608306,1,1
0005,ego,263,0.411885,36.38598244604628,1,1
0005,ego,263,0.327923,39.912460891548875,0,0
0005,ego,263,0.312087,25.502978153616883,0,0
0005,ego,263,0.282401,33.60866752557627,1,1
0005,ego,263,0.244404,32.73746644850102,1,1
0005,ego,264,0.819369,15.777621963304748,1,1
0005,ego,264,0.790028,20.975690176723532,1,1
0005,ego,264,0.782463,37.29841617876434,1,1
0005,ego,264,0.754464,22.11502390116308,1,1
0005,ego,264,0.576495,3.4345999913142977,1,1
0005,ego,264,0.49013,37.37550903639207,1,1
0005,ego,264,0.488449,22.78241759831691,1,1
0005,ego,264,0.476256,28.347447384416714,1,1
0005,ego,264,0.367077,33.77204081153003,1,1
0005,ego,264,0.312027,33.41910939717649,1,1
0005,ego,264,0.299366,25.702709501309396,1,1
0005,ego,264,0.269989,30.57913986520308,1,1
0005,ego,264,0.260602,25.841631940987465,0,0
0005,ego,264,0.246592,37.34150220875775,1,1
0005,ego,264,0.227692,30.823717844732375,0,0
0005,ego,264,0.21326,35.51469281036793,0,0
0005,ego,265,0.780092,20.93781321192051,1,1
0005,ego,265,0.768664,14.887014281497954,1,1
0005,ego,265,0.749304,37.23354922044491,1,1
0005,ego,265,0.618155,3.436507995738689,1,1
0005,ego,265,0.580196,21.337894582135785,1,1
0005,ego,265,0.479783,37.73477570356216,1,1
0005,ego,265,0.446681,34.11486200230773,1,1
0005,ego,265,0.425724,38.312319418866615,1,1
0005,ego,265,0.290522,23.56499631755494,1,1
0005,ego,265,0.2776,24.657810795615433,1,1
0005,ego,265,0.275477,34.295323312743534,1,1
0005,ego,265,0.263511,22.877753551381485,0,0
0005,ego,265,0.258266,28.913700202872583,1,1
0005,ego,265,0.257171,30.860117278342674,1,1
0005,ego,265,0.234318,29.375690328880665,0,0
0005,ego,265,0.234276,35.37172899813993,0,0
0005,ego,265,0.229458,34.670809025566975,0,0
0005,ego,265,0.222315,26.10246419697918,0,0
0005,ego,266,0.861723,13.6389470418662,1,1
0005,ego,266,0.838179,20.741405259484424,1,1
0005,ego,266,0.776053,19.90691978368389,1,1
0005,ego,266,0.736827,37.20422423537277,1,1
0005,ego,266,0.672343,3.454899423680222,1,1
0005,ego,266,0.581425,23.94940249406037,1,1
0005,ego,266,0.519038,34.312666947386354,1,1
0005,ego,266,0.517776,38.73838220290633,1,1
0005,ego,266,0.383337,39.49531553572039,1,1
0005,ego,266,0.346196,32.183220336994495,0,0
0005,ego,266,0.333272,24.232343064065844,1,1
0005,ego,266,0.315939,23.500089508190047,0,0
0005,ego,266,0.306024,35.75724740467192,0,1
0005,ego,266,0.304715,38.580560920826144,1,1
0005,ego,266,0.297709,34.28253202586339,0,0
0005,ego,266,0.265792,26.31540554232444,0,0
0005,ego,266,0.252759,39.49666524468609,1,1
0005,ego,266,0.232598,34.98993556883879,1,1
0005,ego,267,0.847994,20.665591180366967,1,1
0005,ego,267,0.841418,12.500420947542272,1,1
0005,ego,267,0.806956,18.973129828688663,1,1
0005,ego,267,0.754491,23.12083212611298,1,1
0005,ego,267,0.689565,3.507803835490683,1,1
0005,ego,267,0.684362,36.93555967229727,1,1
0005,ego,267,0.497403,38.958573349164794,1,1
0005,ego,267,0.426838,33.311060487913636,0,0
0005,ego,267,0.426143,37.29301246281031,0,1
0005,ego,267,0.418485,35.45042418181117,0,0
0005,ego,267,0.37512,30.377315977435433,1,1
0005,ego,267,0.360931,34.67579811989118,1,1
0005,ego,267,0.342855,24.71274854473749,1,1
0005,ego,267,0.329311,26.898295943666636,0,0
0005,ego,267,0.270784,38.19499751443123,1,1
0005,ego,267,0.231362,35.25442894515891,1,1
0005,ego,267,0.231341,23.67634156081528,0,0
0005,ego,267,0.221045,33.418033281196905,0,1
0005,ego,268,0.862416,20.546520716702155,1,1
0005,ego,268,0.73746,18.089906669042637,1,1
0005,ego,268,0.733915,36.97281870664734,1,1
0005,ego,268,0.718396,3.580133547197582,1,1
0005,ego,268,0.689248,22.35403913658623,1,1
0005,ego,268,0.655097,11.669186715716611,1,1
0005,ego,268,0.447202,34.802063533174355,0,1
0005,ego,268,0.412347,34.99409022083707,1,1
0005,ego,268,0.394965,37.35526520670792,1,1
0005,ego,268,0.284458,39.84451281037359,1,1
0005,ego,268,0.267227,24.560876293080035,0,0
0005,ego,268,0.261975,35.72864790820118,1,1
0005,ego,268,0.234702,27.11237998890138,0,0
0005,ego,268,0.222544,30.417317802222637,1,1
0005,ego,268,0.20071,38.6100805995513,0,0
0005,ego,269,0.857602,20.528897244462698,1,1
0005,ego,269,0.82704,10.527412536670203,1,1
0005,ego,269,0.808607,16.65550829008875,1,1
0005,ego,269,0.802344,36.91595807837469,1,1
0005,ego,269,0.77134,21.748365899171095,1,1
0005,ego,269,0.689811,3.625913815978456,1,1
0005,ego,269,0.438761,32.38996456201848,0,1
0005,ego,269,0.308201,36.12417594443268,1,1
0005,ego,269,0.297026,35.178015640257556,0,1
0005,ego,269,0.283455,27.56014954596054,0,0
0005,ego,269,0.233796,36.73163530495521,1,1
0005,ego,269,0.228837,25.315949239152975,0,0
0005,ego,269,0.227071,35.537397264349146,1,1
0005,ego,269,0.218992,32.24381521299682,0,0
0005,ego,270,0.857162,20.27217883853907,1,1
0005,ego,270,0.815353,9.493000561026303,1,1
0005,ego,270,0.808688,15.810680885795563,1,1
0005,ego,270,0.800772,36.87080585306316,1,1
0005,ego,270,0.640714,3.715696247681524,1,1
0005,ego,270,0.638308,20.943297053991188,1,1
0005,ego,270,0.439226,29.707873951676884,1,1
0005,ego,270,0.407131,35.16952946302842,0,0
0005,ego,270,0.297005,30.05565942940128,1,1
0005,ego,270,0.284783,37.68830955242439,0,0
0005,ego,270,0.245746,28.19718057286735,0,0
0005,ego,270,0.216325,25.370478399643332,0,0
0005,ego,270,0.205751,34.90408562946477,1,1
0005,ego,270,0.202434,35.85524238931479,1,1
0005,ego,271,0.831789,20.05746259058907,1,1
0005,ego,271,0.756108,36.75345821283593,1,1
0005,ego,271,0.686698,8.411625758477985,1,1
0005,ego,271,0.684154,14.837506828542528,1,1
0005,ego,271,0.672075,20.285057519563928,1,1
0005,ego,271,0.596424,3.717556994014619,1,1
0005,ego,271,0.405077,36.2649598422468,1,1
0005,ego,271,0.39017,26.41088768105247,0,0
0005,ego,271,0.370765,35.24274867487995,0,1
0005,ego,271,0.36553,38.41820697660226,0,0
0005,ego,271,0.306753,25.130903294384346,1,1
0005,ego,271,0.281966,34.11482922534149,1,1
0005,ego,271,0.252466,39.37655763434088,1,1
0005,ego,271,0.230575,26.476496702791497,0,0
0005,ego,271,0.229171,28.75279982583303,0,0
0005,ego,272,0.821823,36.480753699606225,1,1
0005,ego,272,0.818259,19.988489363943067,1,1
0005,ego,272,0.810009,13.513436478862712,1,1
0005,ego,272,0.776454,7.188310562022721,1,1
0005,ego,272,0.63236,3.9068221512040817,1,1
0005,ego,272,0.576907,22.622109283235506,1,1
0005,ego,272,0.53734,19.801104597653385,1,1
0005,ego,272,0.426478,35.52634016743111,0,1
0005,ego,272,0.395148,36.712271211205056,1,1
0005,ego,272,0.293419,32.798368734753666,1,1
0005,ego,272,0.291921,27.200684770959004,0,0
0005,ego,272,0.273961,29.341040597627295,1,1
0005,ego,272,0.271956,29.12726891494733,0,0
0005,ego,272,0.271519,37.29849753711156,0,0
0005,ego,272,0.225148,39.58120993232385,0,0
0005,ego,272,0.21568,39.335240376016465,0,0
0005,ego,273,0.811926,6.356261262236706,1,1
0005,ego,273,0.805141,12.509623398828598,1,1
0005,ego,273,0.801454,36.539812535294324,1,1
0005,ego,273,0.752148,19.81729744428137,1,1
0005,ego,273,0.64617,3.885437663778939,1,1
0005,ego,273,0.464805,19.346512591392926,1,1
0005,ego,273,0.439158,20.15471302869443,1,1
0005,ego,273,0.385255,29.78506239941849,0,0
0005,ego,273,0.381901,35.33073193144314,0,0
0005,ego,273,0.356437,31.487948729782996,1,1
0005,ego,273,0.294845,30.257428583401637,1,1
0005,ego,273,0.263308,37.41114950783081,1,1
0005,ego,273,0.259899,30.74104757664638,0,0
0005,ego,273,0.24735,37.63154746130172,1,1
0005,ego,273,0.234036,29.995593046549573,1,1
0005,ego,274,0.813747,36.51941435792641,1,1
0005,ego,274,0.781886,5.368229042143512,1,1
0005,ego,274,0.772877,17.89905110331316,1,1
0005,ego,274,0.715456,4.039363818073467,1,1
0005,ego,274,0.714517,11.409296191743765,1,1
0005,ego,274,0.711595,19.72113040107755,1,1
0005,ego,274,0.469011,30.36373243369546,1,1
0005,ego,274,0.374878,37.83600758660629,1,1
0005,ego,274,0.309221,18.587056250927983,1,1
0005,ego,274,0.302018,36.52098747423202,1,1
0005,ego,274,0.289909,37.486298713567244,0,0
0005,ego,274,0.247298,30.80849320120192,1,1
0005,ego,274,0.244349,39.40415008403482,0,1
0005,ego,274,0.226169,35.18005188265791,0,0
0005,ego,275,0.789608,15.665769925765986,1,1
0005,ego,275,0.789077,10.263551201422286,1,1
0005,ego,275,0.766329,36.512277330949594,1,1
0005,ego,275,0.727845,4.364595617525135,1,1
0005,ego,275,0.724358,4.11978792860489,1,1
0005,ego,275,0.568831,19.695643870177094,1,1
0005,ego,275,0.390392,29.700363072444247,0,0
0005,ego,275,0.376006,38.26539653249395,0,0
0005,ego,275,0.357829,30.664104992687886,0,0
0005,ego,275,0.331288,29.390844951469656,1,1
0005,ego,275,0.249147,31.095125471298697,0,0
0005,ego,276,0.836584,9.222183748742205,1,1
0005,ego,276,0.794475,13.999105341143233,1,1
0005,ego,276,0.790628,3.5714949364969626,1,1
0005,ego,276,0.755235,36.45913146082515,1,1
0005,ego,276,0.693039,4.28219038876759,1,1
0005,ego,276,0.595763,19.466249959169364,1,1
0005,ego,276,0.257625,16.83626337816732,1,1
0005,ego,276,0.234084,28.347019846689562,1,1
0005,ego,276,0.224327,39.00401859960464,0,0
0005,ego,276,0.207407,29.57250350143014,0,0
0005,ego,277,0.781613,8.246579290672402,1,1
0005,ego,277,0.770956,36.52131511803305,1,1
0005,ego,277,0.7357,19.38554908054041,1,1
0005,ego,277,0.730715,4.3862345196808095,1,1
0005,ego,277,0.469971,16.356642212164328,1,1
0005,ego,277,0.391934,29.246149095428272,1,1
0005,ego,277,0.35452,12.17250623821638,1,1
0005,ego,277,0.251548,39.53331268216465,0,0
0005,ego,277,0.237837,30.87932214334351,0,0
0005,ego,277,0.236794,32.92885614869507,1,1
0005,ego,277,0.218777,30.254731998061065,0,0
0005,ego,277,0.211149,22.915027411114153,0,0
0005,ego,277,0.205273,27.08737412710494,1,1
0005,ego,277,0.202145,32.06093228566609,0,0
0005,ego,278,0.80774,36.44378805445942,1,1
0005,ego,278,0.763453,7.2282050485251865,1,1
0005,ego,278,0.744523,19.28723313151663,1,1
0005,ego,278,0.713909,10.064986839488258,1,1
0005,ego,278,0.660834,4.492209556900163,1,1
0005,ego,278,0.549803,26.48045817701229,1,1
0005,ego,278,0.327964,26.144421174420177,1,1
0005,ego,278,0.261686,29.810052651821135,0,0
0005,ego,278,0.244272,31.87813073103315,0,0
0005,ego,278,0.230464,31.709583443980037,1,1
0005,ego,278,0.219228,33.150469730544465,0,0
0005,ego,279,0.817453,6.07234587304447,1,1
0005,ego,279,0.807536,36.32691676864084,1,1
0005,ego,279,0.759162,19.139832281809475,1,1
0005,ego,279,0.675086,4.512018866950359,1,1
0005,ego,279,0.663602,9.481732478439097,1,1
0005,ego,279,0.501434,24.043322387312863,1,1
0005,ego,279,0.267719,29.311874195080055,0,0
0005,ego,279,0.258574,33.977668062703835,0,0
0005,ego,279,0.248841,16.281526678160606,1,1
0005,ego,279,0.203173,25.0412952702487,1,1
0005,ego,279,0.20105,28.53895673519172,0,0
0005,ego,280,0.827506,5.101863203495465,1,1
0005,ego,280,0.822307,36.29123878135175,1,1
0005,ego,280,0.821621,9.246876565104861,1,1
0005,ego,280,0.80689,3.6124564803153336,1,1
0005,ego,280,0.761381,19.077805437798787,1,1
0005,ego,280,0.718302,21.61694539082664,1,1
0005,ego,280,0.599288,4.612613657680879,1,1
0005,ego,280,0.587812,15.512741424554179,1,1
0005,ego,280,0.331914,23.810735215709027,1,1
0005,ego,280,0.285322,29.47742518303569,1,1
0005,ego,280,0.260818,34.17516200452956,0,0
0005,ego,281,0.843324,36.00987167051233,1,1
0005,ego,281,0.792673,19.362796666921778,1,1
0005,ego,281,0.770015,4.4540084980108645,1,1
0005,ego,281,0.762752,9.596393461379698,1,1
0005,ego,281,0.740676,19.019362543428336,1,1
0005,ego,281,0.67968,4.114831788628746,1,1
0005,ego,281,0.638082,15.071113501043397,1,1
0005,ego,281,0.552816,22.78050547001403,1,1
0005,ego,281,0.516051,4.862551905788213,1,1
0005,ego,281,0.374011,28.376050793773018,1,1
0005,ego,281,0.2813,34.52246919658123,0,0
0005,ego,281,0.262672,31.957602596296947,0,0
0005,ego,282,0.821482,10.737649294751716,1,1
0005,ego,282,0.820085,18.774309554819325,1,1
0005,ego,282,0.815376,35.90153978005742,1,1
0005,ego,282,0.809422,5.230744601697664,1,1
0005,ego,282,0.765811,15.056569701301614,1,1
0005,ego,282,0.747851,3.4175151921094966,1,1
0005,ego,282,0.639276,17.31640234748529,1,1
0005,ego,282,0.619368,4.900313296226787,1,1
0005,ego,282,0.461378,21.43248593272496,1,1
0005,ego,282,0.28926,35.536834811493556,0,0
0005,ego,282,0.278729,28.38873386995157,0,0
0005,ego,282,0.224996,39.84701375802834,0,0
0005,ego,282,0.202356,27.63018849491056,1,1
0005,ego,283,0.859419,6.390296811994335,1,1
0005,ego,283,0.85261,36.026813393141104,1,1
0005,ego,283,0.830726,12.360193016396224,1,1
0005,ego,283,0.760271,18.639494140514667,1,1
0005,ego,283,0.680947,15.093386103024173,1,1
0005,ego,283,0.634343,4.949559155204899,1,1
0005,ego,283,0.630016,20.296854469318877,1,1
0005,ego,283,0.514268,26.045506766664964,1,1
0005,ego,283,0.421984,15.223973721054335,1,1
0005,ego,283,0.398722,36.887988005796466,0,0
0005,ego,283,0.315112,36.08466578137769,0,0
0005,ego,283,0.306636,28.259026594935197,0,0
0005,ego,283,0.217545,39.98855756414532,0,0
0005,ego,284,0.831204,7.422734635677938,1,1
0005,ego,284,0.823329,35.91892201114886,1,1
0005,ego,284,0.774031,14.129267919585395,1,1
0005,ego,284,0.75332,18.66118626987095,1,1
0005,ego,284,0.724205,37.28968193875605,0,0
0005,ego,284,0.65171,15.100874247592456,1,1
0005,ego,284,0.634216,5.015521405020843,1,1
0005,ego,284,0.623846,19.575400772486276,1,1
0005,ego,284,0.370003,13.623779315637346,1,1
0005,ego,284,0.345387,24.971876380058127,1,1
0005,ego,284,0.23548,31.815820951963268,0,0
0005,ego,285,0.821572,16.580888555059314,1,1
0005,ego,285,0.807896,35.92293010123038,1,1
0005,ego,285,0.783197,15.153329823716767,1,1
0005,ego,285,0.735971,18.14907669942895,1,1
0005,ego,285,0.730069,5.266208915106426,1,1
0005,ego,285,0.697754,18.39703003703374,1,1
0005,ego,285,0.654919,11.039783350969605,1,1
0005,ego,285,0.648697,8.603195325852147,1,1
0005,ego,285,0.622805,3.2212932412163737,1,1
0005,ego,285,0.311293,23.780177075574738,1,1
0005,ego,285,0.256885,31.85800489649388,0,0
0005,ego,285,0.238049,27.96426877336193,0,0
0005,ego,286,0.837104,35.99530095672628,1,1
0005,ego,286,0.831829,18.814542057817512,1,1
0005,ego,286,0.807085,9.63241547427783,1,1
0005,ego,286,0.806213,9.728186989845433,1,1
0005,ego,286,0.793967,15.449966434379636,1,1
0005,ego,286,0.786411,4.0992420279789785,1,1
0005,ego,286,0.756144,16.98864263803371,1,1
0005,ego,286,0.752219,5.283753001474809,1,1
0005,ego,286,0.731745,18.302609344516235,1,1
0005,ego,286,0.319202,38.15170357793937,0,0
0005,ego,286,0.259789,22.898347484219887,1,1
0005,ego,287,0.827815,10.641797773299595,1,1
0005,ego,287,0.81607,4.8099479821103035,1,1
0005,ego,287,0.809667,9.065223558610093,1,1
0005,ego,287,0.794773,35.762942753209295,1,1
0005,ego,287,0.765575,5.427000011704688,1,1
0005,ego,287,0.657859,18.187735691963564,1,1
0005,ego,287,0.65116,21.122187241432766,1,1
0005,ego,287,0.648096,15.627255756867998,1,1
0005,ego,287,0.643687,16.04113587628769,1,1
0005,ego,287,0.435459,39.58345989690928,1,1
0005,ego,287,0.356126,21.6463820193875,1,1
0005,ego,287,0.218328,34.35831622197712,0,0
0005,ego,288,0.836324,23.674461116040213,1,1
0005,ego,288,0.797573,35.71833464234201,1,1
0005,ego,288,0.787552,16.054952139876704,1,1
0005,ego,288,0.743247,5.583332735845777,1,1
0005,ego,288,0.73241,9.192588709330796,1,1
0005,ego,288,0.721055,11.837272829386379,1,1
0005,ego,288,0.709568,5.9018871007604,1,1
0005,ego,288,0.608018,14.837012929246136,1,1
0005,ego,288,0.57043,18.129178218308546,1,1
0005,ego,288,0.458267,20.547229808109908,1,1
0005,ego,288,0.251138,38.26611902814702,1,1
0005,ego,289,0.814038,26.05684213526152,1,1
0005,ego,289,0.808621,9.952528589976161,1,1
0005,ego,289,0.794317,12.887840147365743,1,1
0005,ego,289,0.793048,13.606714919674967,1,1
0005,ego,289,0.762679,6.950244057054562,1,1
0005,ego,289,0.721021,5.616059756314701,1,1
0005,ego,289,0.708868,35.45278858809762,1,1
0005,ego,289,0.619969,17.828676831527698,1,1
0005,ego,289,0.415585,19.577108937884425,1,1
0005,ego,289,0.225473,37.31569624552926,1,1
0005,ego,289,0.224712,34.40065592261244,0,0
0005,ego,290,0.832012,8.001901252893173,1,1
0005,ego,290,0.797044,12.635600904277544,1,1
0005,ego,290,0.788178,14.105190830482629,1,1
0005,ego,290,0.764793,11.082482441075825,1,1
0005,ego,290,0.737106,35.39054266559688,1,1
0005,ego,290,0.714867,28.842637822533348,1,1
0005,ego,290,0.627657,17.76367674430336,1,1
0005,ego,290,0.612238,5.7565746261100745,1,1
0005,ego,290,0.567574,18.16479926229916,1,1
0005,ego,290,0.418151,36.02995502960982,1,1
0005,ego,290,0.356235,17.429541564336336,1,1
0005,ego,290,0.227383,37.5171596734039,0,1
0005,ego,290,0.225943,39.90092417310653,0,0
0005,ego,290,0.216081,34.87217474365183,0,0
0005,ego,291,0.800441,8.947142101462077,1,1
0005,ego,291,0.757068,15.123195824638533,1,1
0005,ego,291,0.719389,35.61430206959875,1,1
0005,ego,291,0.712818,13.062953257817048,1,1
0005,ego,291,0.705719,31.366397679609705,1,1
0005,ego,291,0.701653,17.467770642394665,1,1
0005,ego,291,0.686147,17.60271750711451,1,1
0005,ego,291,0.630114,11.504520832112124,1,1
0005,ego,291,0.596891,17.112888891108405,1,1
0005,ego,291,0.572337,5.809552059275628,1,1
0005,ego,291,0.45095,35.10152237019839,1,1
0005,ego,291,0.210203,36.314608027158435,0,0
0005,ego,292,0.855805,14.984315515584955,1,1
0005,ego,292,0.795641,33.51354785071402,1,1
0005,ego,292,0.79352,18.178004339413857,1,1
0005,ego,292,0.741345,35.361039473771946,1,1
0005,ego,292,0.739069,10.201317276126415,1,1
0005,ego,292,0.681295,17.526439656097327,1,1
0005,ego,292,0.653662,16.142909701949645,1,1
0005,ego,292,0.630963,9.99940808820505,1,1
0005,ego,292,0.621897,6.113338150309294,1,1
0005,ego,292,0.553647,16.005153274759977,1,1
0005,ego,292,0.456738,34.102825394578204,1,1
0005,ego,292,0.252045,35.342490724905055,0,1
0005,ego,293,0.810232,17.48177421792826,1,1
0005,ego,293,0.797578,9.289163951662605,1,1
0005,ego,293,0.7942,11.338939311918878,1,1
0005,ego,293,0.777927,35.25050261131214,1,1
0005,ego,293,0.759904,18.84297382113102,1,1
0005,ego,293,0.730823,17.03651993011372,1,1
0005,ego,293,0.714982,17.42978105294769,1,1
0005,ego,293,0.637822,14.78534880895175,1,1
0005,ego,293,0.622449,36.02569210681184,1,1
0005,ego,293,0.613231,32.709902405710594,1,1
0005,ego,293,0.61284,6.136560296682072,1,1
0005,ego,293,0.208901,36.67602862762063,0,0
0005,ego,294,0.800954,35.13825795674321,1,1
0005,ego,294,0.79499,12.202130129275133,1,1
0005,ego,294,0.790381,8.195032057604319,1,1
0005,ego,294,0.759178,19.520025434853306,1,1
0005,ego,294,0.708745,18.604579083746135,1,1
0005,ego,294,0.707369,13.694796971276862,1,1
0005,ego,294,0.702377,17.190213769953026,1,1
0005,ego,294,0.695209,6.311093439262115,1,1
0005,ego,294,0.579693,19.384893917698516,1,1
0005,ego,294,0.557287,31.449832803528444,1,1
0005,ego,294,0.46549,38.79748274013277,1,1
0005,ego,294,0.268349,36.47838755947779,0,0
0005,ego,294,0.261196,33.64610444931741,0,1
0005,ego,295,0.841362,21.894815627881613,1,1
0005,ego,295,0.834189,35.12023456051717,1,1
0005,ego,295,0.760308,6.453771944821378,1,1
0005,ego,295,0.674666,16.97644389876584,1,1
0005,ego,295,0.667205,20.355124301566914,1,1
0005,ego,295,0.660185,13.416376455532538,1,1
0005,ego,295,0.658717,7.120409733783404,1,1
0005,ego,295,0.642221,12.697492602386228,1,1
0005,ego,295,0.616227,19.740278608695697,1,1
0005,ego,295,0.467292,30.355187997747006,1,1
0005,ego,295,0.366012,39.26381652193567,0,0
0005,ego,295,0.228159,36.76183072437022,0,0
0005,ego,296,0.799209,6.075053412515227,1,1
0005,ego,296,0.784688,34.9158177647504,1,1
0005,ego,296,0.780975,24.34590032332715,1,1
0005,ego,296,0.732261,20.712989661782718,1,1
0005,ego,296,0.729208,6.597008289497369,1,1
0005,ego,296,0.726504,14.599243830422077,1,1
0005,ego,296,0.658225,21.07380839601416,1,1
0005,ego,296,0.655337,11.64854129144181,1,1
0005,ego,296,0.626728,16.800190096553106,1,1
0005,ego,296,0.522548,29.547676382349472,1,1
0005,ego,296,0.273808,39.90485514981539,0,0
0005,ego,297,0.81985,34.94637466681649,1,1
0005,ego,297,0.7847,10.488702614295647,1,1
0005,ego,297,0.783464,5.229214347224261,1,1
0005,ego,297,0.780553,6.812499432990109,1,1
0005,ego,297,0.759139,15.6842819357983,1,1
0005,ego,297,0.711365,26.896868286227253,1,1
0005,ego,297,0.683814,21.928335981529184,1,1
0005,ego,297,0.67404,28.119176182264262,1,1
0005,ego,297,0.652614,21.916708170285176,1,1
0005,ego,297,0.548597,16.63586794439687,1,1
0005,ego,298,0.841557,34.72797926016066,1,1
0005,ego,298,0.768066,9.340686472948379,1,1
0005,ego,298,0.754835,6.934978531606767,1,1
0005,ego,298,0.724142,4.114854177235632,1,1
0005,ego,298,0.719386,29.295764675677265,1,1
0005,ego,298,0.643446,16.63552680249844,1,1
0005,ego,298,0.594106,22.731910065306543,1,1
0005,ego,298,0.569771,23.044668601167896,1,1
0005,ego,298,0.442475,16.54648522979519,1,1
0005,ego,298,0.38359,27.115385980469192,1,1
0005,ego,298,0.27112,38.3326807182686,0,0
0005,ego,299,0.835415,34.397214322093795,1,1
0005,ego,299,0.775186,3.4149167144822137,1,1
0005,ego,299,0.678186,7.046927052537155,1,1
0005,ego,299,0.616056,26.021181507227176,1,1
0005,ego,299,0.61159,8.296741674984707,1,1
0005,ego,299,0.59645,23.507007296586266,1,1
0005,ego,299,0.591265,17.812491340751503,1,1
0005,ego,299,0.588552,23.989849845880187,1,1
0005,ego,299,0.460276,37.56393557002807,0,0
0005,ego,299,0.430369,16.236150601241224,1,1
0005,ego,299,0.307838,35.04045372172758,0,0
0005,ego,299,0.283562,32.400544425198056,1,1
0005,ego,299,0.272562,28.709944615299992,0,0
0005,ego,299,0.2573,38.5671287917845,0,0
0005,ego,300,0.843994,34.339521638361404,1,1
0005,ego,300,0.734319,7.16471275840534,1,1
0005,ego,300,0.691646,19.013566138519657,1,1
0005,ego,300,0.653103,25.34590994186109,1,1
0005,ego,300,0.601825,16.091530283250563,1,1
0005,ego,300,0.598758,7.1090048131602135,1,1
0005,ego,300,0.510771,24.67313337473451,1,1
0005,ego,300,0.427644,24.220538165236317,1,1
0005,ego,300,0.309043,37.212336289811006,0,0
0005,ego,300,0.290106,35.230055103714,1,1
0005,ego,300,0.22319,29.54739601076318,0,0
0005,ego,300,0.211317,36.69900979250337,0,0
0005,ego,301,0.837511,34.19019160485182,1,1
0005,ego,301,0.797809,6.176293454284077,1,1
0005,ego,301,0.659515,19.92589752001125,1,1
0005,ego,301,0.632798,26.35326681956198,1,1
0005,ego,301,0.632504,15.973894452711155,1,1
0005,ego,301,0.575192,7.147797828910984,1,1
0005,ego,301,0.553328,25.083762652470345,1,1
0005,ego,301,0.492353,23.12627677262496,1,1
0005,ego,301,0.322423,37.430493492940016,1,1
0005,ego,301,0.215495,37.17012954233403,0,0
0005,ego,302,0.78829,34.13316849063163,1,1
0005,ego,302,0.77679,5.222103663380667,1,1
0005,ego,302,0.711094,3.1039290209002655,1,1
0005,ego,302,0.670651,25.952846784144295,1,1
0005,ego,302,0.651693,15.888225619362789,1,1
0005,ego,302,0.597384,7.508711790675965,1,1
0005,ego,302,0.498972,21.0802425898411,1,1
0005,ego,302,0.463187,22.223671497184217,1,1
0005,ego,302,0.431922,27.31231248371047,1,1
0005,ego,302,0.214278,6.097259969638835,0,0
0005,ego,302,0.203294,23.70018794929378,1,1
0005,ego,303,0.801234,3.8777661447834437,1,1
0005,ego,303,0.750493,4.231001397686738,1,1
0005,ego,303,0.67473,15.628443171665724,1,1
0005,ego,303,0.653465,34.04009474432603,1,1
0005,ego,303,0.620437,7.533157820154426,1,1
0005,ego,303,0.600775,22.326806582766043,1,1
0005,ego,303,0.558711,28.4732129784899,1,1
0005,ego,303,0.503953,21.341208531622556,1,1
0005,ego,303,0.386982,26.93569698201173,1,1
0005,ego,303,0.287711,22.984257131422673,1,1
0005,ego,303,0.223459,30.85669292294299,0,0
0005,ego,304,0.821349,4.594337124160869,1,1
0005,ego,304,0.803691,3.4188370984827983,1,1
0005,ego,304,0.756938,33.77200136884477,1,1
0005,ego,304,0.732038,7.766839197477666,1,1
0005,ego,304,0.72071,15.334942441985167,1,1
0005,ego,304,0.717974,23.456216186879114,1,1
0005,ego,304,0.690858,20.325393978997095,1,1
0005,ego,304,0.598611,27.881365863657987,1,1
0005,ego,304,0.568033,22.283557065615106,1,1
0005,ego,304,0.469407,29.658307548645,1,1
